"species","candidate_1_path","candidate_2_path","candidate_3_path","candidate_4_path","candidate_5_path","candidate_6_path","candidate_7_path","candidate_1_confidence","candidate_1_kind","candidate_1_locator","candidate_1_resolution_px","candidate_1_use","candidate_1_association_basis","candidate_1_inspection_reference","candidate_1_sha256","candidate_2_confidence","candidate_2_kind","candidate_2_locator","candidate_2_resolution_px","candidate_2_use","candidate_2_association_basis","candidate_2_inspection_reference","candidate_2_sha256","candidate_3_confidence","candidate_3_kind","candidate_3_locator","candidate_3_resolution_px","candidate_3_use","candidate_3_association_basis","candidate_3_inspection_reference","candidate_3_sha256","candidate_4_confidence","candidate_4_kind","candidate_4_locator","candidate_4_resolution_px","candidate_4_use","candidate_4_association_basis","candidate_4_inspection_reference","candidate_4_sha256","candidate_5_confidence","candidate_5_kind","candidate_5_locator","candidate_5_resolution_px","candidate_5_use","candidate_5_association_basis","candidate_5_inspection_reference","candidate_5_sha256","candidate_6_confidence","candidate_6_kind","candidate_6_locator","candidate_6_resolution_px","candidate_6_use","candidate_6_association_basis","candidate_6_inspection_reference","candidate_6_sha256","candidate_7_confidence","candidate_7_kind","candidate_7_locator","candidate_7_resolution_px","candidate_7_use","candidate_7_association_basis","candidate_7_inspection_reference","candidate_7_sha256","current_gallery_entries","current_plant_photographs","current_maps","outcome","review_notes","account_id","source_collection_count","source_quality_recovery_path","source_quality_recovery_locator"
"Terminalia ferdinandiana","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Combertaceae Terminalia Macropteranthes/Terminalia/Terminalia ferdinandiana 9572.JPG","/Volumes/Crucial X10/SD/T T T/Terminalia ferdinandiana/_1090135 Terminalia ferdinandiana.JPG","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","/Volumes/Crucial X10/SD/T T T/Terminalia ferdinandiana/P1200380.JPG","","","","A","loose photograph","","5472x3648","gallery option","Species named in the filename.","E446-04","0409f37dd29195d62ef8ced0664e2d1a976724a5e58816de0f6a23f1944224d0","A","loose photograph","","4000x3000","gallery option","Species named in the filename.","E446-07","4b717aefea9edee3c4bf63bd942816d8d43f568387c7926df0b6274acc2bedcf","A","book image","PDF page 336; printed page 335; page-object index 2 (zero-based)","566x385","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p336-o2","","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E446-10","9ed0cbcc7f89024afe8daf487a0e3dade629eb949e6e1ec5cd6e47191c19258f","","","","","","","","","","","","","","","","","","","","","","","","","3","3","0","Supported loose additions","Young low plant and older-book whole mature tree complement current flowers, fruiting branches and detached fruits. Additional rocky habit and developing reproductive structures broaden stage/context coverage.","plant-2cda8950fcc9028a","8","",""
"Terminalia grandiflora","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/D. PLANT DESCRIPTIONS GENERA A-Z/TT/Terminalia grandiflora/PICK/EXTRA/Terminalia grandiflora.8205.WB.a.JPG","/Volumes/Crucial X10/SD/T T T/Terminalia grandiflora/_1090047.JPG","/Volumes/Crucial X10/SD/T T T/Terminalia grandiflora/_1090049.JPG","","","","","A","loose photograph","","2918x3648","gallery option","Species named in the filename.","E447-01","6e7c084e2dbd6dbf632487efa312a764077bed09e03c1a5f578e0d80dc0c2aa6","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E447-06","ecc9a02d6d484bef2f50b5ca8ef24a8dd4504ad0338a2b7d1c2ce95671933c0a","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E447-07","3772007394cdfe18a81c57bdde0a1f235c37d7e95baae0ba55abd8133cb2817b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Whole tree and wider narrow-leaved flowering branch add habit beyond close flower and dark fruit. Additional sequence has close bark detail.","plant-01d89afeb4a55fd1","6","",""
"Terminalia microcarpa","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/A A A BOT GDNS 2.8.2026/SELECT/PICK/Terminalia microcarpa.tif655.a.jpeg","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/D. PLANT DESCRIPTIONS GENERA A-Z/TT/Terminalia microcarpa (delete 2022 tree shot). (Needs full page)/PICK/EXTRA/2. Terminalia microcarpa.213.a.JPG","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","","","","","A","loose photograph","","5445x3630","gallery option","Species named in the filename.","E448-01","5b8d101c0dc273ae1fd3b9e12ab882f83837562096487d3fa5cd3c95eb080c40","A","loose photograph","","3249x2437","gallery option","Species named in the filename.","E448-03","173a64365a1020ec90a717a738def54ea3062e67c4a140dfd54debd39611884a","A","book image","PDF page 337; printed page 336; page-object index 1 (zero-based)","566x388","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p337-o1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","0","Supported loose additions","Buttressed trunk, coloured young foliage and older-book whole spreading crown complement four current subjects.","plant-17ab552ecd77710e","21","",""
"Terminalia platyphylla","/Volumes/Crucial X10/SD/T T T/Terminalia platyphylla/_1110720 Terminalia platyphylla.JPG","/Volumes/Crucial X10/SD/T T T/Terminalia platyphylla/P1170739.JPG","/Volumes/Crucial X10/SD/T T T/Terminalia sp prob T. platyphylla Lake Alexandria 23.8.2024/_1030788.JPG","","","","","A","loose photograph","","4000x3000","gallery option","Species named in the filename.","E449-01","b6070726480e15dcc810eb5c5fe3f65e58de475f046a1b2897aa2858ea56cc0e","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E449-05","27dbcaf331a5c1ba3c8958782a3093f77d96b89794acaf24f3335c462d6465f8","C","loose photograph","","4000x3000","identification-review lead","Association through the named source folder or historical-name trail; Source explicitly uncertain or a mixed/incorrectly labelled collection.","E449-03","7abb67f14040f46fcb27a192af614b1643bc755571f2dc6d186f32bbc65506fe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Whole tree, coloured young foliage and close leaf/reproductive branch broaden current fruit and dry structures.","plant-b3d1b8d885a4f0a6","5","",""
"Terminalia platyptera","/Volumes/Crucial X10/SD/# A A COMPLETED/Terminalia platyptera/P1050225.JPG","","","","","","","B","loose photograph","","4864x3648","gallery option","Association through the named source folder or historical-name trail.","E450-01","371f3d168ec1807f82e7a92dcf5e400739176629c7fc6816b44fa9d479201f9b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","0","Supported loose additions","Whole tree/habit is the clear addition; current gallery already covers bark, green structures and detached winged fruits.","plant-453660521f74a307","6","",""
"Terminalia pterocarya","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/D. PLANT DESCRIPTIONS GENERA A-Z/TT/Terminalia platyptera (N)/PICK/EXTRA/Terminalia pterocarya.425.a.JPG","/Volumes/Crucial X10/SD/T T T/Terminalia pterocarya/P1070868.JPG","","","","","","A","loose photograph","","3647x4863","gallery option","Species named in the filename.","E451-01","12ab3a4a08ee1ca2eda1cf1a0f31975d0dff8edced309b1dda2c7c27cb7b2412","B","loose photograph","","4864x3648","gallery option","Association through the named source folder or historical-name trail.","E451-05","c27cb0e646cf7ce99b86b2a4c006239617be3d3e6dba735140d1ce070ff9829b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Tall narrow whole tree and young plant complement existing flowers and winged fruits.","plant-479fe9b54ae31917","9","",""
"Terminalia subacroptera","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Combertaceae Terminalia Macropteranthes/Terminalia/Terminalia subacroptera 9712.JPG","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Combertaceae Terminalia Macropteranthes/Terminalia/Terminalia subacroptera 275.JPG","/Volumes/Crucial X10/SD/# A A COMPLETED/Terminalia subacroptera/_1240899.JPG","","","","","A","loose photograph","","5472x3648","gallery option","Species named in the filename.","E452-06","03e0889a2e7bb288d44d30a276565886da90396fcc06ac40f6c45645859c2a02","A","loose photograph","","5472x3648","gallery option","Species named in the filename.","E452-03","477cab349767238864aea2940bfbaf064b28bcccf050172cdf0e723db029ddff","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E452-10","71622f7f557ed94c9852ca10e53aee8f45758f143104fc2fe2e82e6cbc63652f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Whole spreading tree and broad leaves/young growth complement flowers and fruit. Additional sequence includes green attached fruits.","plant-de1d8f0b22460b7d","12","",""
"Terminalia volucris","/Volumes/Crucial X10/SD/# A A COMPLETED/Terminalia volucris/SELECT Photos GF/IMG_1916 Terminalia volucris.JPG","/Volumes/Crucial X10/SD/# A A COMPLETED/Terminalia volucris/SELECT Photos GF/IMG_2924 Terminalia volucris.JPG","/Volumes/Crucial X10/SD/1 AA NEW SPECIES TO ADD/#Terminalia volucris/_1030151.JPG","","","","","A","loose photograph","","4869x6845","gallery option","Species named in the filename.","E453-01","ef4deb4260499bdecd4404d92d1f4d02d863aa24ca3cf263bfb039dfd70a77fe","A","loose photograph","","6739x4949","gallery option","Species named in the filename.","E453-02","d9f82eb37eefceb68ad9164b72e91763ea21492130944d4c1b2dd83eed080ee0","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E453-03","946962dc94541464a00a36a77d1daac1385a8479f6642b01bfe2c7c77440bda6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","0","Supported loose additions","Close flower spike, leaf whorl and green winged fruit stage complement existing bark and dry fruits.","plant-c7a9dd8c4324ac28","4","",""
"Thespesia populneoides","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/ESPLANADE 9.4.2026/SELECT/Thespesia populneoides.901.a.JPG","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Malvaceae Brachychiton Helicteres Hibiscus sterculia Thespesia Abelmoschus Abutilon Adansonia Gossypium Urena/Thespesia/Thespesia populneoides 0 1 (1).JPG","/Volumes/Crucial X10/SD/T T T/Thespesia populneoides/P1060597.JPG","","","","","A","loose photograph","","3840x3072","gallery option","Species named in the filename.","E454-02","b48f10135a43178accd577fceae32d76bbbab857f5de9717b11a8dbf85498048","A","loose photograph","","5472x3648","gallery option","Species named in the filename.","E454-04","da4bed3dc81fdede791ab240403911b1e5937f62e33ffc3f3428a6ac01e85fba","B","loose photograph","","4864x3648","gallery option","Association through the named source folder or historical-name trail.","E454-12","7f7d8b9d3d28302194ae1057d5dacd825d8c451911a8d42712a10c3a4b86dea7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","Supported loose additions","Older orange flower stage and leafy habit complement the existing fresh yellow flower. Additional sequence has dry fruiting structures among leaves.","plant-9dbc7961c4e3d763","13","",""
"Thespesia thespesioides","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","/Volumes/Crucial X10/SD/T T T/Thespesia thespesioides 27.2.25/_1270897.JPG","","","","","","A","book image","PDF page 339; printed page 338; page-object index 1 (zero-based)","387x567","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p339-o1","","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E455-06","183ef18d16aad2abdedea9e19e93a09dca7d114a62be30260d44d420b0a25237","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","Supported loose additions","Whole slender plant in grass and older-book broad leaf/flower composition add habit.","plant-788a245d7cb23eca","6","",""
"Thysanotus elatior","/Volumes/Crucial X10/SD/T T T/Thysanotus elatior (prev T. banksii ) TBC WA & NT/_1270972.JPG","/Volumes/Crucial X10/SD/T T T/Thysanotus elatior (prev T. banksii ) TBC WA & NT/SELECT/Thysantous eliator.993.a.JPG","","","","","","C","loose photograph","","4000x3000","identification-review lead","Association through the named source folder or historical-name trail; Source explicitly uncertain or a mixed/incorrectly labelled collection.","E456-02","a2fdeb676da5176190a08e941d63ac5dd08be78d0019788e47dbb9172edc26d4","C","loose photograph","","1695x1271","identification-review lead","Association through the named source folder or historical-name trail; Source explicitly uncertain or a mixed/incorrectly labelled collection.","E456-03","e67c0ac469ef2c3a1b704c8acdef69990644ce156a4cdee8e42fd9e2fd67b2f5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Uncertain loose leads only","Basal leaves/whole plant and side-on flower profile add useful structure, but source identification is uncertain and needs review.","plant-5f916b2973f2ec92","6","",""
"Timonius timon","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/D. PLANT DESCRIPTIONS GENERA A-Z/TT/Timonius timon/PICK/EXTRA/Timonius timon.885.a.JPG","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Rubiaceae Aidia Gardenia Coelospermum Cycophyllum Dentella Guettarda Ixora Pavetta PsychotriaTarenna Timonius/timonius timon 8707.JPG","/Volumes/Crucial X10/SD/T T T/Timonius timon/P1000887.JPG","","","","","A","loose photograph","","3093x2320","gallery option","Species named in the filename.","E457-03","f7826cc191c5adace8d091d6e93917caacbe2b6c353251b07eab20d46d71a5ff","A","loose photograph","","5472x3648","gallery option","Species named in the filename.","E457-04","b5723466e372a6a37792fed3e9732756471b8f69c7e98e9d92443975997e9748","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E457-10","2a7e276cb8d17686961b1dc31a0e5ee0131663919a79c3afa6c79e242aec76c7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","Supported loose additions","Green fruits with elongated leaves and broader young foliage complement the existing flower/fruit view. Additional sequence shows trunk and branching crown from below.","plant-57578a2f2ed414e9","7","",""
"Tinospora smilacina","/Volumes/Crucial X10/SD/# AA NEW SPECIES/Tinospora smilacina Snake Vine NEW SPECIES to add/P1150747.JPG","/Volumes/Crucial X10/SD/T T T/Tinospora smilacina Snake Vine NEW SPECIES to add/_1070910.JPG","","","","","","B","loose photograph","","4864x3648","gallery option","Association through the named source folder or historical-name trail.","E458-03","0ca74365522ff78ed8c901287d3ed7b01cceb2c9ecab4cd721f6c76393e65af4","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E458-05","57a1bb0b12e1f078d7daa21744020e03f091bbddcbf41496a213a6d49074fd51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","0","Supported loose additions","Closer flowering sprays and low trailing stems complement leaves and woody climbing vine.","plant-4d0edd8e4eaf7a7b","8","",""
"Trema tomentosa","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/D. PLANT DESCRIPTIONS GENERA A-Z/TT/Trema tomentosa/PICK/EXTRA/Trema tomentosa.341.a.JPG","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","","","","","","A","loose photograph","","1667x1250","gallery option","Species named in the filename.","E459-01","8835ed84734b82e7852ee83853d9d57ca5b7fd9347026bddba53158de7bbb364","A","book image","PDF page 341; printed page 340; page-object index 2 (zero-based)","387x569","low-resolution fallback: dark berries and serrated leaves","Photograph positioned with the authored species account in the book proof.","B-p341-o2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Wider hanging leafy habit adds modest context; remaining shortlist largely repeats existing branches. The older proof also provides a useful dark-berry/leaf image on PDF page 341 (printed 340), object 2.","plant-5fb06c5f34e4b830","7","",""
"Trichodesma zeylanicum var. zeylanicum","/Volumes/Crucial X10/SD/T T T/Trichodesma zeylanicum/_1290991.JPG","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","","","","","","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail; Full subspecies/variety not established: retain the source species-level caption.","E460-03","395d1f70a9a4e03dc829134802edea894093f629268d90d0ff0aeffdf88ec508","B","book image","PDF page 341; printed page 340; page-object index 1 (zero-based)","566x573","low-resolution fallback","Photograph positioned with the authored species account in the book proof. Source heading/name trail is Trichodesma zeylanicum; preserve that name and do not infer a finer rank.","B-p341-o1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Whole slender plant and older-book composite with flower profile add habit/detail. Binomial-only folders do not verify variety.","plant-3b3ac8babfd08995","11","",""
"Trichosanthes cucumerina var. cucumerina","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/D. PLANT DESCRIPTIONS GENERA A-Z/TT/Trichosanthes cucumerina var. cucumerina (N)/PICK/2. Trichosanthes cucumerina.A.4120.RD.a.jpg","/Volumes/Crucial X10/SD/# A A COMPLETED/Trichosanthes cucumerina var. cucumerina (prev T. holtzei)/SELECT/Trichosanthes cucumerina var. cucumerina.900.a.JPG","/Volumes/Crucial X10/SD/# A A COMPLETED/Trichosanthes cucumerina var. cucumerina (prev T. holtzei)/P1060003.JPG","","","","","A","loose photograph","","1184x2342","gallery option","Species named in the filename.","E461-01","e5d3e4d9a06715e282cb93da5480e55adc8d3306f8be2ab6b6144d0c16a3057e","A","loose photograph","","2412x3216","gallery option","Species named in the filename.","E461-02","4e1c5d1ee2f25b01934cf0167716109851efabdc99ab456a5c2ba9b9f890c624","B","loose photograph","","4864x3648","gallery option","Association through the named source folder or historical-name trail.","E461-07","421554a98d93440f0acca4a14dff71c710f574c11cbe3ae5a858417fc726a777","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","Supported loose additions","Fringed flower close-up and green striped fruit stage are strong additions to the current orange fruits. Two TIFF copies failed decoding, but other readable candidates exist. Additional sequence has an isolated lobed leaf on a plain log background.","plant-3dd5544174a76700","8","",""
"Typhonium roxburghii","/Volumes/Crucial X10/SD/# A A COMPLETED/Typhonium roxburghii (prev T. sp. Elcho Island), PJ garden/SELECT/TYPHONIUM ROXBURGHII.20250416_185321##.jpg","/Volumes/Crucial X10/SD/# A A COMPLETED/Typhonium roxburghii (prev T. sp. Elcho Island), PJ garden/20250416_170522.jpg","","","","","","A","loose photograph","","3568x2330","gallery option","Species named in the filename.","E462-02","cb3395d952f470e7e55fa58be11dd339660c35e73801c15dd3040633b7629544","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E462-06","7b5e904916bdd985962f2ba1d9fc4bcc4241d9a1cc46d496b6fdbb9bbf20861c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","Supported loose additions","Clearer dark spathe and larger leaf/whole-plant context complement the current distant view.","plant-81d13a0038ba8f4e","10","",""
"Urena lobata","/Volumes/Crucial X10/SD/U U U/Urena lobata (need photos)/Urena lobata Wildman R IM.jpg","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","","","","","","A","loose photograph","","1345x2031","gallery option","Species named in the filename.","E463-01","da9143a8f6c3fde07eacfbc382f2c7a7d5a2b387a47bdf7eddba9f951e5342dc","A","book image","PDF page 343; printed page 342; page-object index 2 (zero-based)","567x565","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p343-o2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Whole upright flowering stem and older-book profile add habit beyond two flower close-ups.","plant-4013281206c7d26e","4","",""
"Utania racemosa","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/D. PLANT DESCRIPTIONS GENERA A-Z/UU/Utania racemosa/PICK/EXTRA/Utania racemosa.635.a.JPG","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/D. PLANT DESCRIPTIONS GENERA A-Z/UU/Utania racemosa/PICK/EXTRA/Utania racemosa.269.a.JPG","","","","","","A","loose photograph","","1733x2310","gallery option","Species named in the filename.","E464-01","e3e4a89c5ef83d2b67211753588dddb892ab4c0ac8407d46336f52417f55731d","A","loose photograph","","1591x2122","gallery option","Species named in the filename.","E464-02","46d17b42783c63c55c66aad516b3e7c7f079be40a714e618090d1ad307785a5a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","Supported loose additions","Closer pale buds/flowers and leaf structure broaden the single current flowering branch.","plant-da29059dfe9d63a9","6","",""
"Utricularia fulva","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/D. PLANT DESCRIPTIONS GENERA A-Z/UU/Utricularia fulva/PICK/EXTRA/Utricularia fulva habitat.3.IM.a.jpg","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","","","","","","A","loose photograph","","2556x1917","gallery option","Species named in the filename.","E465-01","1ab48584e030ccd35f3b09afe88beafed1e6632bad926863febbf642ce74d766","A","book image","PDF page 344; printed page 343; page-object index 2 (zero-based)","566x569","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p344-o2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","Supported loose additions","Rocky seep habitat and older-book close flowers add subjects. Candidate 3 resembles the U. odorata photograph shown in that account; conflicting allocation must be checked, not accepted as U. fulva.","plant-42d0a7d3a453d5ce","7","",""
"Utricularia leptoplectra","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/D. PLANT DESCRIPTIONS GENERA A-Z/UU/Utricularia leptoplectra (N)/PICK/EXTRA/Utricularia leptoplectra.784.WB.a.JPG","/Volumes/Crucial X10/SD/# A A COMPLETED/Utricularia leptoplectra/DSC01059.JPG","/Volumes/Crucial X10/SD/# A A COMPLETED/Utricularia leptoplectra/DSC01828.JPG","","","","","A","loose photograph","","2731x3641","gallery option","Species named in the filename.","E466-01","621105691e328e2ecd3b24e78f9e6dcbcd34d455a9343ef4d0588b77b642d0bf","B","loose photograph","","4864x3648","gallery option","Association through the named source folder or historical-name trail.","E466-04","677e810a04597e4fb6fe63bfab7f605a8cbbc9f52a450e28feace186cd6b74ff","B","loose photograph","","5472x3648","gallery option","Association through the named source folder or historical-name trail.","E466-09","705be9a9a9ce692ba9417569c5d441d2376ff8d64b505d13b778ded64ef1beb0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Wet habitat and isolated longer flower stem complement existing close flower groups. Additional sequence shows a later pale/spent flower stage.","plant-9efa3e3060ef17e1","7","",""
"Utricularia odorata","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","/Volumes/Crucial X10/SD/U U U/Utricularia odorata/DSC01004 #WB.JPG","","","","","","A","book image","PDF page 344; printed page 343; page-object index 1 (zero-based)","571x646","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p344-o1","","B","loose photograph","","4864x3648","gallery option","Association through the named source folder or historical-name trail.","E467-02","9238018a66e890f7d22738df507ce78e12830a372fa4401550ceece5ff9d485e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","Supported loose additions","Grassy wetland habit and older-book close yellow flowers complement the existing stream-side spike. U. fulva collection contains an apparently conflicting copy of this stream-side subject.","plant-1c6f9627a8fe619c","3","",""
"Uvaria holtzei","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/D. PLANT DESCRIPTIONS GENERA A-Z/UU/Uvaria holtzei/PICK/Uvaria holtzei 045 (1).JPG","/Volumes/Crucial X10/SD/U U U/Uvaria holtzei flwrs/Uvaria/Uvaria holtzei 23 (1).JPG","","","","","","A","loose photograph","","2216x1662","gallery option","Species named in the filename.","E468-01","635fecea985211c39eee4553f76e4d5c488079422dcb4909015f7eb400621553","A","loose photograph","","5472x3648","gallery option","Species named in the filename.","E468-05","d29f7b9488fe4ce51d5cee17ad6c6cd88f585f9e672f7f7bb2bc10b365acf706","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Yellow fruit cluster and whole leafy flowering habit complement flower and foliage photographs.","plant-aec783f9db532945","12","",""
"Uvaria rupestre","/Volumes/Crucial X10/SD/U U U/Uvaria rupestre (prev Melodorum sp)/Uvaria rupestre (Melodorum) Fruit 2 Nawulandja.jpg","/Volumes/Crucial X10/SD/U U U/Uvaria rupestre (prev Melodorum sp)/Uvaria rupestre (Melodorum sp.) Red Cone Creek.jpg","","","","","","A","loose photograph","","3264x2448","gallery option","Species named in the filename.","E469-01","9d8a9f681bc5e808587b260d34c07ad09060f2b2f62ec262fd346347778b9e12","A","loose photograph","","3648x2736","gallery option","Species named in the filename.","E469-03","521f8fc563eb0da033ee84593837e3f7c7b20ce61549fb3e68ea1ca5d0c756e4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","Supported loose additions","Flower/leaf detail and wider fruiting branches add stages beyond the single fruit image; uncertain source-name qualifiers remain significant.","plant-403b180d13630a83","4","",""
"Vachellia pachyphloia","/Volumes/Crucial X10/SD/V V V/Vachellia pachyphloia/_1090064.JPG","/Volumes/Crucial X10/SD/V V V/Vachellia pachyphloia/_1090065.JPG","","","","","","C","loose photograph","","4000x3000","identification-review lead","Association through the named source folder or historical-name trail; Byte-identical image also labelled for Vachellia valida; resolve competing allocation.","E470-02","d7eb0b86e492291337c26368f50fee20812a68602e30e70eec8e5a49c7511194","C","loose photograph","","4000x3000","identification-review lead","Association through the named source folder or historical-name trail; Byte-identical image also labelled for Vachellia valida; resolve competing allocation.","E470-04","413e64f48b638d33c59de3392a57e187124e6bd842b75eae161dfdc07ef6adaa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","Uncertain loose leads only","Whole tree and bark add clear complementary subjects to the existing flower heads.","plant-34bc8f95e995e7d0","4","",""
